creator_id,creator_name,brand_name,creator_niche,product_category,campaign_date,followers,avg_views,engagement_rate,product_price,discount_rate,campaign_duration_days,planned_posts,planned_live_sessions,products_promoted,historical_conversion_rate,brand_fit_score,creator_cost,gross_margin_rate,orders,gmv,revenue,source_file
skinbytuongliinh,skinbytuongliinh,WHITE VALIA Shop,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,59100.0,1032.3333333333333,0.04,2920000.0,0.0,30.0,0.0,9.0,1.0,0.02,70.0,1477500.0,0.35,1.0,5407827.06,5407827.06,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
_dng1303d,_dng1303d,WHITE VALIA Shop,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,546600.0,74083.0,0.04,2920000.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,13665000.0,0.35,1.0,5098706.23,5098706.23,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mooekiss,mooekiss,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,104700.0,2883.9594594594596,0.04,175310.0,0.0,30.0,112.0,36.0,14.0,0.02,70.0,2617500.0,0.35,8014.0,1405080327.34,1405080327.34,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tunpham97,tunpham97,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4600000.0,1483592.5714285714,0.04,175310.0,0.0,30.0,0.0,7.0,5.0,0.02,70.0,100000000.0,0.35,7162.0,1255626217.28,1255626217.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kh.ann468,kh.ann468,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,8175.0,16914.571428571428,0.04,175310.0,0.0,30.0,3.0,18.0,33.0,0.02,70.0,1000000.0,0.35,3795.0,665336964.69,665336964.69,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ltct0104,ltct0104,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,14900.0,1958.5416666666667,0.04,175310.0,0.0,30.0,3.0,45.0,6.0,0.02,70.0,1000000.0,0.35,2784.0,488147133.92,488147133.92,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thu_au159,thu_au159,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6688.0,3717.5555555555557,0.04,175310.0,0.0,30.0,0.0,9.0,13.0,0.02,70.0,1000000.0,0.35,835.0,146482699.67,146482699.67,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
banhgaocayphomai151,banhgaocayphomai151,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2269.0,1359.2,0.04,175310.0,0.0,30.0,0.0,5.0,2.0,0.02,70.0,1000000.0,0.35,624.0,109514750.48,109514750.48,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
beautychonguoiluoi,beautychonguoiluoi,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,54900.0,7073.888888888889,0.04,175310.0,0.0,30.0,0.0,9.0,3.0,0.02,70.0,1372500.0,0.35,599.0,105079267.01,105079267.01,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thutra93,thutra93,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,19700.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,351.0,61672456.8,61672456.8,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nganhuane,nganhuane,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2600000.0,796029.75,0.04,175310.0,0.0,30.0,0.0,4.0,3.0,0.02,70.0,65000000.0,0.35,348.0,61139957.0,61139957.0,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ao.dii,ao.dii,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,14200.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,319.0,56095597.08,56095597.08,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
maitrinh0912,maitrinh0912,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,445300.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,11132500.0,0.35,233.0,40878896.27,40878896.27,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
changmeccup,changmeccup,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1509.0,2709.3333333333335,0.04,175310.0,0.0,30.0,0.0,3.0,1.0,0.02,70.0,1000000.0,0.35,228.0,39983990.39,39983990.39,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
xoai.phm,xoai.phm,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,843800.0,28540.5,0.04,175310.0,0.0,30.0,0.0,4.0,12.0,0.02,70.0,21095000.0,0.35,217.0,38179459.38,38179459.38,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
miino.o,miino.o,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1103.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,199.0,34998872.49,34998872.49,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
anhngocnguyen1809,anhngocnguyen1809,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,676.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,146.0,25672992.27,25672992.27,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mooekiss_forface,mooekiss_forface,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2330.0,363.5,0.04,175310.0,0.0,30.0,39.0,13.0,15.0,0.02,70.0,1000000.0,0.35,141.0,24752022.53,24752022.53,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
chang_shu_go,chang_shu_go,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1900000.0,165300.0,0.04,175310.0,0.0,30.0,0.0,3.0,2.0,0.02,70.0,47500000.0,0.35,87.0,15286949.62,15286949.62,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tipstainha,tipstainha,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,29000.0,14140.4,0.04,175310.0,0.0,30.0,0.0,5.0,7.0,0.02,70.0,1000000.0,0.35,77.0,13634650.47,13634650.47,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuongthuongda,phuongthuongda,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1968.0,185.0,0.04,175310.0,0.0,30.0,0.0,6.0,1.0,0.02,70.0,1000000.0,0.35,60.0,10626597.55,10626597.55,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
_nttnhi06_,_nttnhi06_,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1033.0,1848.0,0.04,175310.0,0.0,30.0,4.0,0.0,2.0,0.02,70.0,1000000.0,0.35,58.0,10210403.5,10210403.5,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
rom130198,rom130198,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,386300.0,9804.677419354839,0.04,175310.0,0.0,30.0,10.0,21.0,2.0,0.02,70.0,9657500.0,0.35,51.0,9002023.98,9002023.98,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngc.th4786,ngc.th4786,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4382.0,146.0,0.04,175310.0,0.0,30.0,0.0,4.0,1.0,0.02,70.0,1000000.0,0.35,40.0,7182070.71,7182070.71,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dung.200397,dung.200397,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,18500.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,38.0,6706323.08,6706323.08,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
trangtrankoc,trangtrankoc,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,594900.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,14872500.0,0.35,37.0,6612762.63,6612762.63,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vuonghang74,vuonghang74,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,112900.0,1318.7407407407406,0.04,175310.0,0.0,30.0,0.0,27.0,2.0,0.02,70.0,2822500.0,0.35,37.0,6572803.37,6572803.37,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
cotham_review,cotham_review,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1252.0,509.2,0.04,175310.0,0.0,30.0,0.0,15.0,6.0,0.02,70.0,1000000.0,0.35,35.0,6302029.21,6302029.21,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
gicungduocc18,gicungduocc18,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1530.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,31.0,5465036.05,5465036.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vivi_an217,vivi_an217,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5002.0,304.258064516129,0.04,175310.0,0.0,30.0,14.0,17.0,8.0,0.02,70.0,1000000.0,0.35,30.0,5340984.0,5340984.0,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
zzdipz,zzdipz,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,369100.0,20993.222222222223,0.04,175310.0,0.0,30.0,5.0,4.0,2.0,0.02,70.0,9227500.0,0.35,27.0,4829804.01,4829804.01,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bngocdth,bngocdth,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2818.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,25.0,4395227.79,4395227.79,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
piuriviu_06,piuriviu_06,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3498.0,1572.6666666666667,0.04,175310.0,0.0,30.0,3.0,0.0,3.0,0.02,70.0,1000000.0,0.35,22.0,3863261.42,3863261.42,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ptruc481,ptruc481,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4879.0,512.7272727272727,0.04,175310.0,0.0,30.0,1.0,10.0,5.0,0.02,70.0,1000000.0,0.35,19.0,3398932.05,3398932.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
chile.2000,chile.2000,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,17200.0,586.0,0.04,175310.0,0.0,30.0,5.0,0.0,5.0,0.02,70.0,1000000.0,0.35,18.0,3196133.34,3196133.34,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hellokittydapxetrenpho,hellokittydapxetrenpho,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1262.0,359.75,0.04,175310.0,0.0,30.0,4.0,0.0,4.0,0.02,70.0,1000000.0,0.35,17.0,3059214.66,3059214.66,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
quynhanh9512,quynhanh9512,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1019.0,296.25,0.04,175310.0,0.0,30.0,4.0,4.0,5.0,0.02,70.0,1000000.0,0.35,16.0,2870684.09,2870684.09,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lethumaishop,lethumaishop,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,896200.0,7737.333333333333,0.04,175310.0,0.0,30.0,2.0,1.0,1.0,0.02,70.0,22405000.0,0.35,16.0,2831581.26,2831581.26,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
sushi.mua.g,sushi.mua.g,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3042.0,123.0,0.04,175310.0,0.0,30.0,2.0,0.0,3.0,0.02,70.0,1000000.0,0.35,16.0,2812214.73,2812214.73,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
emhanunbox,emhanunbox,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1289.0,247.0,0.04,175310.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,1000000.0,0.35,15.0,2718560.88,2718560.88,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
moww06_,moww06_,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,15400.0,574.0,0.04,175310.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,1000000.0,0.35,14.0,2518027.82,2518027.82,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
baoolinhhh86,baoolinhhh86,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4538.0,1143.0,0.04,175310.0,0.0,30.0,2.0,0.0,2.0,0.02,70.0,1000000.0,0.35,14.0,2493330.39,2493330.39,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
iab_1.0m,iab_1.0m,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,29100.0,1065.0,0.04,175310.0,0.0,30.0,2.0,0.0,2.0,0.02,70.0,1000000.0,0.35,13.0,2330612.45,2330612.45,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
10th2_.29,10th2_.29,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1173.0,568.5,0.04,175310.0,0.0,30.0,2.0,0.0,1.0,0.02,70.0,1000000.0,0.35,13.0,2300439.85,2300439.85,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ynadaomakeupacademy_1309,ynadaomakeupacademy_1309,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7867.0,1166.7857142857142,0.04,175310.0,0.0,30.0,1.0,13.0,4.0,0.02,70.0,1000000.0,0.35,13.0,2280128.8,2280128.8,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bittngoc_23,bittngoc_23,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,12100.0,675.8333333333334,0.04,175310.0,0.0,30.0,6.0,0.0,6.0,0.02,70.0,1000000.0,0.35,12.0,2276309.29,2276309.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
myythanhh7407,myythanhh7407,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2549.0,139.0,0.04,175310.0,0.0,30.0,1.0,8.0,3.0,0.02,70.0,1000000.0,0.35,11.0,2045232.55,2045232.55,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
chamsuaofficial,chamsuaofficial,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,83000.0,28109.0,0.04,175310.0,0.0,30.0,0.0,3.0,4.0,0.02,70.0,2075000.0,0.35,11.0,1951059.93,1951059.93,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hanniehappy.7391,hanniehappy.7391,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,75.0,44.5,0.04,175310.0,0.0,30.0,0.0,2.0,1.0,0.02,70.0,1000000.0,0.35,10.0,1882129.28,1882129.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mebimgenz08,mebimgenz08,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1147.0,204.0,0.04,175310.0,0.0,30.0,0.0,3.0,2.0,0.02,70.0,1000000.0,0.35,10.0,1806800.54,1806800.54,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
_itc_13,_itc_13,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6313.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,10.0,1803480.72,1803480.72,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tiemdoxinh5730,tiemdoxinh5730,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,722.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,10.0,1801702.82,1801702.82,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
_j.shop_,_j.shop_,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,14000.0,2943.0,0.04,175310.0,0.0,30.0,0.0,7.0,1.0,0.02,70.0,1000000.0,0.35,10.0,1781469.66,1781469.66,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bongdayyyy01,bongdayyyy01,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,40.0,168.5,0.04,175310.0,0.0,30.0,4.0,0.0,2.0,0.02,70.0,1000000.0,0.35,9.0,1696629.78,1696629.78,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nguoihuongnui_,nguoihuongnui_,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3687.0,3996.5,0.04,175310.0,0.0,30.0,2.0,0.0,2.0,0.02,70.0,1000000.0,0.35,9.0,1638572.14,1638572.14,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dovietchien97,dovietchien97,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1568.0,575.7966101694915,0.04,175310.0,0.0,30.0,0.0,59.0,4.0,0.02,70.0,1000000.0,0.35,8.0,1557171.01,1557171.01,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
yeumakup,yeumakup,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1147.0,110.2,0.04,175310.0,0.0,30.0,5.0,0.0,5.0,0.02,70.0,1000000.0,0.35,8.0,1542390.71,1542390.71,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kenmihuynh,kenmihuynh,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1849.0,54.0,0.04,175310.0,0.0,30.0,5.0,0.0,2.0,0.02,70.0,1000000.0,0.35,8.0,1523715.87,1523715.87,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thienkimboutique2,thienkimboutique2,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,259000.0,4169.0,0.04,175310.0,0.0,30.0,2.0,0.0,1.0,0.02,70.0,6475000.0,0.35,8.0,1502672.97,1502672.97,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
minhdayn2_review,minhdayn2_review,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,566.0,741.3333333333334,0.04,175310.0,0.0,30.0,3.0,0.0,1.0,0.02,70.0,1000000.0,0.35,7.0,1328097.23,1328097.23,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
havitt02,havitt02,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3096.0,4763.2,0.04,175310.0,0.0,30.0,0.0,10.0,1.0,0.02,70.0,1000000.0,0.35,7.0,1318880.44,1318880.44,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
suny2336,suny2336,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1464.0,53.0,0.04,175310.0,0.0,30.0,0.0,1.0,1.0,0.02,70.0,1000000.0,0.35,6.0,1164145.52,1164145.52,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
huyentiu2000,huyentiu2000,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4004.0,9114.5,0.04,175310.0,0.0,30.0,2.0,0.0,1.0,0.02,70.0,1000000.0,0.35,6.0,1143772.85,1143772.85,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nanayno99,nanayno99,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1076.0,276.375,0.04,175310.0,0.0,30.0,8.0,0.0,5.0,0.02,70.0,1000000.0,0.35,6.0,1131538.81,1131538.81,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
anhthuhnguyen,anhthuhnguyen,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,10100.0,440.0,0.04,175310.0,0.0,30.0,4.0,0.0,4.0,0.02,70.0,1000000.0,0.35,6.0,1126879.78,1126879.78,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
huynhhang170293,huynhhang170293,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,868.0,126.8,0.04,175310.0,0.0,30.0,0.0,5.0,1.0,0.02,70.0,1000000.0,0.35,6.0,1100312.6,1100312.6,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
yurii_unbox,yurii_unbox,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,16000.0,2143.0,0.04,175310.0,0.0,30.0,0.0,4.0,6.0,0.02,70.0,1000000.0,0.35,6.0,1099198.39,1099198.39,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
sarah_.ttn,sarah_.ttn,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7121.0,3179.5,0.04,175310.0,0.0,30.0,2.0,0.0,2.0,0.02,70.0,1000000.0,0.35,6.0,1095612.21,1095612.21,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
chiniureview,chiniureview,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6313.0,790.0,0.04,175310.0,0.0,30.0,3.0,0.0,4.0,0.02,70.0,1000000.0,0.35,6.0,1074944.57,1074944.57,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
xmai26704,xmai26704,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,19000.0,5264.0,0.04,175310.0,0.0,30.0,2.0,1.0,1.0,0.02,70.0,1000000.0,0.35,6.0,1065842.42,1065842.42,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
jewel.r.viu,jewel.r.viu,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3348.0,709.3333333333334,0.04,175310.0,0.0,30.0,3.0,0.0,3.0,0.02,70.0,1000000.0,0.35,5.0,1046622.26,1046622.26,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bown1nq,bown1nq,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4741.0,817.0,0.04,175310.0,0.0,30.0,7.0,0.0,5.0,0.02,70.0,1000000.0,0.35,5.0,975252.79,975252.79,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
muahchtui,muahchtui,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,21.0,304.25,0.04,175310.0,0.0,30.0,4.0,0.0,3.0,0.02,70.0,1000000.0,0.35,5.0,964578.75,964578.75,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
sysy.review,sysy.review,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4902.0,99.41666666666667,0.04,175310.0,0.0,30.0,12.0,0.0,4.0,0.02,70.0,1000000.0,0.35,5.0,940032.14,940032.14,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
3105_i,3105_i,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1065.0,102.33333333333333,0.04,175310.0,0.0,30.0,3.0,0.0,3.0,0.02,70.0,1000000.0,0.35,5.0,935512.48,935512.48,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
shoppcuaaboo,shoppcuaaboo,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1893.0,156.8421052631579,0.04,175310.0,0.0,30.0,19.0,0.0,6.0,0.02,70.0,1000000.0,0.35,5.0,891485.57,891485.57,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
chonchondayy,chonchondayy,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2565.0,67.28571428571429,0.04,175310.0,0.0,30.0,6.0,1.0,5.0,0.02,70.0,1000000.0,0.35,5.0,885318.03,885318.03,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
linhkit1210,linhkit1210,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1100000.0,11023.111111111111,0.04,175310.0,0.0,30.0,6.0,3.0,1.0,0.02,70.0,27500000.0,0.35,5.0,879466.96,879466.96,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bibiidayne,bibiidayne,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,76500.0,2235.5,0.04,175310.0,0.0,30.0,6.0,0.0,2.0,0.02,70.0,1912500.0,0.35,5.0,877521.62,877521.62,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
juhihi_phuong,juhihi_phuong,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1510.0,1045.0,0.04,175310.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,1000000.0,0.35,4.0,848377.43,848377.43,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngoanxinhiu143,ngoanxinhiu143,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1187.0,237.0,0.04,175310.0,0.0,30.0,4.0,0.0,2.0,0.02,70.0,1000000.0,0.35,4.0,821529.36,821529.36,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
shinchi_lee,shinchi_lee,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1966.0,63.2,0.04,175310.0,0.0,30.0,5.0,0.0,3.0,0.02,70.0,1000000.0,0.35,4.0,815489.29,815489.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thanhtruc.le_j,thanhtruc.le_j,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4042.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,4.0,800860.93,800860.93,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mi.nhon19th12,mi.nhon19th12,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6170.0,177.5,0.04,175310.0,0.0,30.0,2.0,0.0,2.0,0.02,70.0,1000000.0,0.35,4.0,781273.41,781273.41,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
met5macgi_,met5macgi_,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2959.0,107.75,0.04,175310.0,0.0,30.0,4.0,0.0,4.0,0.02,70.0,1000000.0,0.35,4.0,771195.35,771195.35,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngoc_hoang_house,ngoc_hoang_house,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,955.0,0.0,0.04,175310.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,4.0,770344.09,770344.09,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bandoxinn.10,bandoxinn.10,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1081.0,106.0,0.04,175310.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,1000000.0,0.35,3.0,694200.89,694200.89,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dnhnhungg,dnhnhungg,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1239.0,343.0,0.04,175310.0,0.0,30.0,5.0,2.0,6.0,0.02,70.0,1000000.0,0.35,3.0,691318.14,691318.14,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hobingg28,hobingg28,RETOLAB,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,48600.0,350.0,0.04,175310.0,0.0,30.0,2.0,0.0,2.0,0.02,70.0,1215000.0,0.35,3.0,684060.29,684060.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
